a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name
5.7,8.5,60.5,5,-11,84,-28.10038726,-0.370450529,-7.566289676,-9.277697699,-9.244163565,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.7_b=8.5_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.2,63.5,5,-11,85,-28.09905694,-0.428325776,-6.987712906,-9.536376146,-9.496861842,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.7,8.5,60.5,5,-11,83,-28.09819097,-0.371636522,-7.554059507,-9.285058392,-9.254743384,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.7_b=8.5_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.3,60.5,5,-11,82,-28.09505342,-0.439131498,-7.542576073,-9.346943428,-9.143874917,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,83,-28.09353485,-0.389382505,-7.381927238,-9.371817924,-9.317714012,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.5,59.5,5,-11,81,-28.09212295,-0.38718622,-7.637926218,-9.258778273,-9.196817936,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.5_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.4,59.5,5,-11,81,-28.09133229,-0.419766539,-7.637926218,-9.291891976,-9.130333251,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
6,8.2,62.5,5,-11,86,-28.08978861,-0.441239932,-6.885485252,-9.57044994,-9.535805113,-1.656808378,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=86_cx=0_cy=0_cz=0.log
6,8.2,63.5,5,-11,87,-28.08971959,-0.425564732,-6.844006841,-9.57672504,-9.580314397,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=87_cx=0_cy=0_cz=0.log
6,8.2,63.5,5,-11,88,-28.08672009,-0.423983407,-6.854241529,-9.569722028,-9.569860081,-1.668913046,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=88_cx=0_cy=0_cz=0.log
6,8.2,62.5,5,-11,85,-28.08622436,-0.442720855,-6.875777673,-9.570631918,-9.547313646,-1.649780266,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.7,8.5,60.5,5,-11,82,-28.08505091,-0.37271584,-7.542576073,-9.283608844,-9.26362265,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.7_b=8.5_phi_r=82_cx=0_cy=0_cz=0.log
6,8.2,62.5,5,-11,87,-28.08245302,-0.439633506,-6.895782691,-9.56139497,-9.522533276,-1.663108578,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=87_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,82,-28.08182551,-0.390411621,-7.308784673,-9.370136198,-9.389965513,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
6,8.2,63.5,5,-11,86,-28.08158078,-0.427008005,-6.834380838,-9.574371877,-9.589011685,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=6.0_b=8.2_phi_r=86_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-11,82,-28.07917742,-0.424303436,-7.123644122,-9.453218521,-9.455483833,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,81,-28.07165357,-0.462744699,-7.114858982,-9.437210741,-9.445424847,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=81.0_cx=0_cy=0_cz=0.log
5.8,8.2,60.5,5,-11,84,-28.07082526,-0.474548163,-7.414193803,-9.433790812,-9.106506696,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
5.7,8.5,59.5,5,-11,80,-28.07058681,-0.388171411,-7.626925968,-9.2495225,-9.206418838,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.5_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.2,60.5,5,-11,83,-28.07012245,-0.476104387,-7.402829597,-9.42303529,-9.135460007,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,81,-28.068698,-0.462744699,-7.299095918,-9.354605325,-9.340837756,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=81.0_cx=0_cy=0_cz=0.log
5.7,8.4,59.5,5,-11,80,-28.06610011,-0.420839582,-7.626925968,-9.271673604,-9.147112868,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,82,-28.06547888,-0.424303436,-7.371253294,-9.361533035,-9.285861604,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.6,8.5,59.5,5,-11,82,-28.06120553,-0.386088078,-7.756098901,-9.222602322,-9.073888726,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.5_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,82,-28.05737772,-0.390411621,-7.371253294,-9.344339261,-9.328846039,-1.622527507,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8.2,60.5,5,-11,82,-28.05380719,-0.477516285,-7.391892097,-9.399133435,-9.162737867,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.6,8.5,59.5,5,-11,81,-28.04799017,-0.38718622,-7.743492225,-9.216346047,-9.089551376,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.5_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,5,-11,88,-28.04607627,-0.389162877,-7.020374802,-9.508596279,-9.459029264,-1.668913046,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=88_cx=0_cy=0_cz=0.log
5.7,8.3,62.5,5,-11,86,-28.04549896,-0.405277333,-7.170054762,-9.485278007,-9.328080477,-1.656808378,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,5,-11,87,-28.04411216,-0.3905936,-7.008985495,-9.509418317,-9.472006171,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=87_cx=0_cy=0_cz=0.log
5.9,8.3,60.5,5,-11,83,-28.04180292,-0.437845103,-7.151361239,-9.453883682,-9.366019732,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.3,63.5,5,-11,87,-28.04075498,-0.3905936,-6.989451109,-9.487204463,-9.510397233,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=87_cx=0_cy=0_cz=0.log
5.8,8.4,59.5,5,-11,82,-28.04020905,-0.418567995,-7.423857457,-9.340536551,-9.23471954,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.3,63.5,5,-11,88,-28.03982627,-0.389162877,-7.000300757,-9.479674343,-9.501775245,-1.668913046,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=88_cx=0_cy=0_cz=0.log
5.9,8.3,60.5,5,-11,84,-28.03959409,-0.436433205,-7.162166961,-9.448267468,-9.350940667,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,85,-28.03909208,-0.457561467,-7.405295711,-9.440787549,-9.085667089,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.4,62.5,5,-11,86,-28.03798766,-0.372697014,-7.208684277,-9.393912551,-9.405885442,-1.656808378,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8.4,59.5,5,-11,83,-28.03655694,-0.417250224,-7.43532834,-9.33199614,-9.219289068,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.9,8.2,60.5,5,-11,83,-28.03547135,-0.476104387,-7.151361239,-9.486595778,-9.288716775,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,81,-28.03461166,-0.391327786,-7.299095918,-9.338214764,-9.394558887,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=81.0_cx=0_cy=0_cz=0.log
5.9,8.2,60.5,5,-11,84,-28.03287973,-0.474548163,-7.162166961,-9.488842264,-9.265536555,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.4,59.5,5,-11,81,-28.03277306,-0.419766539,-7.412838381,-9.340329473,-9.248424358,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=81_cx=0_cy=0_cz=0.log
5.9,8.3,60.5,5,-11,82,-28.03195729,-0.439131498,-7.1410889,-9.449917819,-9.379291568,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.3,61.5,5,-11,81,-28.03184434,-0.425276077,-7.114858982,-9.418686646,-9.46160833,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=81.0_cx=0_cy=0_cz=0.log
5.7,8.3,62.5,5,-11,85,-28.03123566,-0.40662648,-7.158194823,-9.469627908,-9.347006179,-1.649780266,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.3,63.5,5,-11,86,-28.03080895,-0.39191137,-6.979028168,-9.485692164,-9.517368869,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8.4,62.5,5,-11,85,-28.03068972,-0.373933209,-7.197608726,-9.395832732,-9.413534789,-1.649780266,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,5,-11,86,-28.03005594,-0.39191137,-6.998123297,-9.499817414,-9.483395477,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8.3,61.5,5,-11,80,-28.02976728,-0.42611694,-7.290191551,-9.307341272,-9.406569428,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,84,-28.02760237,-0.459080041,-7.393234968,-9.41673509,-9.116766485,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=84_cx=0_cy=0_cz=0.log
5.6,8.6,59.5,5,-11,82,-28.026134,-0.356563732,-7.756098901,-9.164846301,-9.126097558,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.6_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.2,60.5,5,-11,82,-28.02409459,-0.477516285,-7.1410889,-9.472897235,-9.310064665,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=82_cx=0_cy=0_cz=0.log
5.6,8.5,59.5,5,-11,80,-28.02144022,-0.388171411,-7.731707587,-9.198462012,-9.103551124,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.5_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.2,62.5,5,-11,86,-28.01603109,-0.441239932,-7.170054762,-9.512951198,-9.234976819,-1.656808378,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=86_cx=0_cy=0_cz=0.log
5.8,8,63.5,5,-11,88,-28.01581773,-0.504856895,-7.020374802,-9.628569916,-9.193103076,-1.668913046,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.0_phi_r=88_cx=0_cy=0_cz=0.log
5.6,8.6,59.5,5,-11,81,-28.0151714,-0.357580298,-7.743492225,-9.167368891,-9.135315681,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.6_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.4,59.5,5,-11,80,-28.01230995,-0.420839582,-7.402283663,-9.329329222,-9.260309397,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.4,62.5,5,-11,84,-28.01087296,-0.375050177,-7.186997532,-9.3875245,-9.419514959,-1.641785789,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8,63.5,5,-11,87,-28.00922888,-0.50673315,-7.008985495,-9.597796825,-9.232604831,-1.663108578,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.0_phi_r=87_cx=0_cy=0_cz=0.log
5.9,8.3,63.5,5,-11,85,-28.0075597,-0.393109915,-6.969151161,-9.472959986,-9.522558377,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.9_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.6,8.5,60.5,5,-11,84,-28.00689454,-0.370450529,-7.573662919,-9.26609504,-9.154900268,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.5_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.3,59.5,5,-11,82,-28.00521909,-0.454379991,-7.423857457,-9.365662051,-9.138792086,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.4,61.5,5,-11,81,-28.00263375,-0.391327786,-7.361100182,-9.300727316,-9.338064161,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.4_phi_r=81.0_cx=0_cy=0_cz=0.log
5.6,8.5,60.5,5,-11,83,-28.00170503,-0.371636522,-7.560623261,-9.267117881,-9.169634202,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.5_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.3,62.5,5,-11,84,-28.00116538,-0.407850125,-7.147087896,-9.440084737,-9.36435683,-1.641785789,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,5,-11,85,-28.00112773,-0.393109915,-6.987712906,-9.477421582,-9.493103057,-1.649780266,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=85_cx=0_cy=0_cz=0.log
5.8,8.3,59.5,5,-11,83,-28.0009583,-0.452930443,-7.43532834,-9.364513708,-9.115492639,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.3,61.5,5,-11,81,-28.00088927,-0.425276077,-7.361100182,-9.300557889,-9.30254082,-1.611414304,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=81.0_cx=0_cy=0_cz=0.log
5.7,8.2,62.5,5,-11,85,-27.99837923,-0.442720855,-7.158194823,-9.485240357,-9.262442931,-1.649780266,3,Done,mono-C4-BTBT_theta=62.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=85_cx=0_cy=0_cz=0.log
5.7,8.2,61.5,5,-11,83,-27.99834786,-0.460454288,-7.381927238,-9.376944681,-9.146328481,-1.632693169,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.7_b=8.2_phi_r=83_cx=0_cy=0_cz=0.log
5.6,8.4,60.5,5,-11,84,-27.99824745,-0.401826028,-7.573662919,-9.310227818,-9.070744901,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.5,60.5,5,-11,83,-27.99822863,-0.371636522,-7.402829597,-9.279686906,-9.311382436,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.8_b=8.5_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.5,60.5,5,-11,84,-27.99795253,-0.370450529,-7.414193803,-9.266728825,-9.304793581,-1.641785789,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.8_b=8.5_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.3,59.5,5,-11,81,-27.99667241,-0.455691487,-7.412838381,-9.356349803,-9.16037843,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=81_cx=0_cy=0_cz=0.log
5.7,8.6,59.5,5,-11,82,-27.99641513,-0.356563732,-7.649541428,-9.170412315,-9.197370144,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.6_phi_r=82_cx=0_cy=0_cz=0.log
5.6,8.6,59.5,5,-11,80,-27.99276302,-0.358483913,-7.731707587,-9.160190177,-9.14283325,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.6_phi_r=80_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-11,80,-27.99160212,-0.463667139,-7.106751553,-9.365818929,-9.455816413,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.6,8.4,60.5,5,-11,83,-27.9913825,-0.403118699,-7.560623261,-9.302214515,-9.092732852,-1.632693169,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.4_phi_r=83_cx=0_cy=0_cz=0.log
5.7,8.6,59.5,5,-11,81,-27.9886842,-0.357580298,-7.637926218,-9.178971551,-9.202791831,-1.611414304,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.6_phi_r=81_cx=0_cy=0_cz=0.log
5.8,8.5,60.5,5,-11,82,-27.98835162,-0.37271584,-7.391892097,-9.28495799,-9.316258189,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.8_b=8.5_phi_r=82_cx=0_cy=0_cz=0.log
5.6,8.5,60.5,5,-11,82,-27.98419123,-0.37271584,-7.548204838,-9.258081737,-9.18266131,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.5_phi_r=82_cx=0_cy=0_cz=0.log
5.8,8,63.5,5,-11,86,-27.98353235,-0.508439978,-6.998123297,-9.549597782,-9.270562911,-1.656808378,3,Done,mono-C4-BTBT_theta=63.5_A1=5_A2=-11_a=5.8_b=8.0_phi_r=86_cx=0_cy=0_cz=0.log
5.7,8.3,59.5,5,-11,82,-27.97991789,-0.454379991,-7.649541428,-9.287882187,-8.965586776,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=82_cx=0_cy=0_cz=0.log
5.6,8.4,59.5,5,-11,82,-27.97925273,-0.418567995,-7.756098901,-9.22941708,-8.952641244,-1.622527507,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.6_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.7,8.3,59.5,5,-11,83,-27.97886995,-0.452930443,-7.66190965,-9.294477317,-8.936859368,-1.632693169,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.3_phi_r=83_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-11,80,-27.97671131,-0.463667139,-7.290191551,-9.265950712,-9.357353819,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.2_phi_r=80_cx=0_cy=0_cz=0.log
5.8,8.3,59.5,5,-11,80,-27.97301528,-0.456864931,-7.402283663,-9.334192425,-9.180126169,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=80_cx=0_cy=0_cz=0.log
5.7,8.6,59.5,5,-11,80,-27.97042366,-0.358483913,-7.626925968,-9.178984101,-9.20648159,-1.59954809,3,Done,mono-C4-BTBT_theta=59.5_A1=5_A2=-11_a=5.7_b=8.6_phi_r=80_cx=0_cy=0_cz=0.log
5.6,8.4,60.5,5,-11,82,-27.97026678,-0.404285868,-7.548204838,-9.282165571,-9.113083001,-1.622527507,3,Done,mono-C4-BTBT_theta=60.5_A1=5_A2=-11_a=5.6_b=8.4_phi_r=82_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,85,-27.96989028,-0.386979142,-7.154078357,-9.367644983,-9.41140753,-1.649780266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=85_cx=0_cy=0_cz=0.log
5.9,8.4,61.5,5,-11,84,-27.96869173,-0.388240437,-7.143354211,-9.377986348,-9.417324949,-1.641785789,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.9_b=8.4_phi_r=84_cx=0_cy=0_cz=0.log
5.8,8.4,61.5,5,-11,80,-27.96793872,-0.392105899,-7.290191551,-9.289187408,-9.396905774,-1.59954809,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.4_phi_r=80_cx=0_cy=0_cz=0.log
