theta,A2,a,b,z,E3,E4,machine_type,status,file_name
30.0,10.0,8.6,6.2,1.0,-6.8320402255048975,-6.8320402255048975,3,Done,BTBT_theta=30_A2=10_a=8.6_b=6.2_z=1.0_3.log
60.0,-10.0,5.8,8.5,-1.0,-6.979956882656552,-6.979956882656552,3,Done,BTBT_theta=60_A2=-10_a=5.8_b=8.5_z=-1.0_3.log
60.0,-10.0,5.8,8.5,-0.8,-6.989890365861356,-6.989890365861356,3,Done,BTBT_theta=60_A2=-10_a=5.8_b=8.5_z=-0.8_3.log
60.0,-10.0,5.8,8.5,-0.6,-7.001863256911747,-7.001863256911747,3,Done,BTBT_theta=60_A2=-10_a=5.8_b=8.5_z=-0.6_3.log
60.0,-10.0,5.7,8.5,-0.4,-6.971309794695117,-6.971309794695117,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.5_z=-0.4_3.log
60.0,-10.0,5.7,8.5,-0.2,-6.973022896796465,-6.973022896796465,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.5_z=-0.2_3.log
60.0,-10.0,5.7,8.5,0.0,-6.946504324674606,-6.946504324674606,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.5_z=0.0_3.log
60.0,-10.0,5.7,8.5,0.2,-6.882579880766571,-6.882579880766571,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.5_z=0.2_3.log
60.0,-10.0,5.7,8.5,0.4,-6.7810926884412766,-6.7810926884412766,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.5_z=0.4_3.log
60.0,-10.0,5.7,8.4,0.6,-6.658721963409334,-6.658721963409334,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.4_z=0.6_3.log
60.0,-10.0,5.7,8.4,0.8,-6.499365798896179,-6.499365798896179,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.4_z=0.8_3.log
60.0,-10.0,5.7,8.4,1.0,-6.338108279160224,-6.338108279160224,3,Done,BTBT_theta=60_A2=-10_a=5.7_b=8.4_z=1.0_3.log
60.0,-8.0,5.7,8.4,-1.0,-7.17427162907552,-7.17427162907552,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=-1.0_3.log
60.0,-8.0,5.7,8.4,-0.8,-7.213497279328294,-7.213497279328294,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=-0.8_3.log
60.0,-8.0,5.7,8.4,-0.6,-7.256287186057307,-7.256287186057307,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=-0.6_3.log
60.0,-8.0,5.7,8.4,-0.4,-7.289193810545839,-7.289193810545839,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=-0.4_3.log
60.0,-8.0,5.7,8.4,-0.2,-7.29582031595055,-7.29582031595055,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=-0.2_3.log
60.0,-8.0,5.7,8.4,0.0,-7.262863490963355,-7.262863490963355,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=0.0_3.log
60.0,-8.0,5.7,8.4,0.2,-7.18173899827525,-7.18173899827525,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=0.2_3.log
60.0,-8.0,5.7,8.4,0.4,-7.058163453824818,-7.058163453824818,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=0.4_3.log
60.0,-8.0,5.7,8.4,0.6,-6.904034447623417,-6.904034447623417,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=0.6_3.log
60.0,-8.0,5.7,8.4,0.8,-6.737731747329235,-6.737731747329235,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=0.8_3.log
60.0,-8.0,5.7,8.4,1.0,-6.577220964827575,-6.577220964827575,3,Done,BTBT_theta=60_A2=-8_a=5.7_b=8.4_z=1.0_3.log
60.0,-6.0,5.7,8.3,-1.0,-7.3093368815025315,-7.3093368815025315,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=-1.0_3.log
60.0,-6.0,5.7,8.3,-0.8,-7.383006555377506,-7.383006555377506,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=-0.8_3.log
60.0,-6.0,5.7,8.3,-0.6,-7.457799472380429,-7.457799472380429,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=-0.6_3.log
60.0,-6.0,5.7,8.3,-0.4,-7.513415683642961,-7.513415683642961,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=-0.4_3.log
60.0,-6.0,5.7,8.3,-0.2,-7.530364728765562,-7.530364728765562,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=-0.2_3.log
60.0,-6.0,5.7,8.3,0.0,-7.493849921855144,-7.493849921855144,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=0.0_3.log
60.0,-6.0,5.7,8.3,0.2,-7.401285921805538,-7.401285921805538,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=0.2_3.log
60.0,-6.0,5.7,8.3,0.4,-7.2639804584905505,-7.2639804584905505,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=0.4_3.log
60.0,-6.0,5.7,8.3,0.6,-7.101072587654926,-7.101072587654926,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=0.6_3.log
60.0,-6.0,5.7,8.3,0.8,-6.933816072298214,-6.933816072298214,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=0.8_3.log
60.0,-6.0,5.7,8.3,1.0,-6.782454385072924,-6.782454385072924,3,Done,BTBT_theta=60_A2=-6_a=5.7_b=8.3_z=1.0_3.log
60.0,-4.0,5.7,8.3,-1.0,-7.305816550273448,-7.305816550273448,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.3_z=-1.0_3.log
60.0,-4.0,5.7,8.3,-0.8,-7.415436272392981,-7.415436272392981,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.3_z=-0.8_3.log
60.0,-4.0,5.7,8.3,-0.6,-7.518605191376992,-7.518605191376992,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.3_z=-0.6_3.log
60.0,-4.0,5.7,8.3,-0.4,-7.591722656507045,-7.591722656507045,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.3_z=-0.4_3.log
60.0,-4.0,5.7,8.3,-0.2,-7.614927976508625,-7.614927976508625,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.3_z=-0.2_3.log
60.0,-4.0,5.7,8.2,0.0,-7.61098721367307,-7.61098721367307,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.2_z=0.0_3.log
60.0,-4.0,5.7,8.2,0.2,-7.510911918827333,-7.510911918827333,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.2_z=0.2_3.log
60.0,-4.0,5.7,8.2,0.4,-7.366151636932045,-7.366151636932045,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.2_z=0.4_3.log
60.0,-4.0,5.7,8.2,0.6,-7.204473685473204,-7.204473685473204,3,Done,BTBT_theta=60_A2=-4_a=5.7_b=8.2_z=0.6_3.log
60.0,-4.0,5.8,8.2,0.8,-7.1451614405959845,-7.1451614405959845,3,Done,BTBT_theta=60_A2=-4_a=5.8_b=8.2_z=0.8_3.log
60.0,-4.0,5.8,8.2,1.0,-7.024974450003356,-7.024974450003356,3,Done,BTBT_theta=60_A2=-4_a=5.8_b=8.2_z=1.0_3.log
60.0,-2.0,5.8,8.2,-1.0,-7.278074333211407,-7.278074333211407,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=-1.0_3.log
60.0,-2.0,5.8,8.2,-0.8,-7.423135819961317,-7.423135819961317,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=-0.8_3.log
60.0,-2.0,5.8,8.2,-0.6,-7.553683000383899,-7.553683000383899,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=-0.6_3.log
60.0,-2.0,5.8,8.2,-0.4,-7.643624008633196,-7.643624008633196,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=-0.4_3.log
60.0,-2.0,5.8,8.2,-0.2,-7.67362526175566,-7.67362526175566,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=-0.2_3.log
60.0,-2.0,5.8,8.2,0.0,-7.639576569199562,-7.639576569199562,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=0.0_3.log
60.0,-2.0,5.8,8.2,0.2,-7.551436514710076,-7.551436514710076,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=0.2_3.log
60.0,-2.0,5.8,8.2,0.4,-7.432153139146976,-7.432153139146976,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=0.4_3.log
60.0,-2.0,5.8,8.2,0.6,-7.307711630826816,-7.307711630826816,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=0.6_3.log
60.0,-2.0,5.8,8.2,0.8,-7.199478705879301,-7.199478705879301,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=0.8_3.log
60.0,-2.0,5.8,8.2,1.0,-7.116735237534158,-7.116735237534158,3,Done,BTBT_theta=60_A2=-2_a=5.8_b=8.2_z=1.0_3.log
60.0,0.0,5.8,8.2,-1.0,-7.117845930042677,-7.117845930042677,3,Done,BTBT_theta=60_A2=0_a=5.8_b=8.2_z=-1.0_3.log
60.0,0.0,5.8,8.2,-0.8,-7.281663690577261,-7.281663690577261,3,Done,BTBT_theta=60_A2=0_a=5.8_b=8.2_z=-0.8_3.log
60.0,0.0,5.8,8.2,-0.6,-7.41986021772027,-7.41986021772027,3,Done,BTBT_theta=60_A2=0_a=5.8_b=8.2_z=-0.6_3.log
60.0,0.0,5.8,8.2,-0.4,-7.50756729056593,-7.50756729056593,3,Done,BTBT_theta=60_A2=0_a=5.8_b=8.2_z=-0.4_3.log
60.0,0.0,5.8,8.2,-0.2,-7.532146857352927,-7.532146857352927,3,Done,BTBT_theta=60_A2=0_a=5.8_b=8.2_z=-0.2_3.log
60.0,0.0,5.8,8.2,0.0,-7.496792943798937,-7.496792943798937,3,Done,BTBT_theta=60_A2=0_a=5.8_b=8.2_z=0.0_3.log
60.0,0.0,5.9,8.1,0.2,-7.498625273234211,-7.498625273234211,3,Done,BTBT_theta=60_A2=0_a=5.9_b=8.1_z=0.2_3.log
60.0,0.0,5.9,8.1,0.4,-7.4036955600604415,-7.4036955600604415,3,Done,BTBT_theta=60_A2=0_a=5.9_b=8.1_z=0.4_3.log
60.0,0.0,5.9,8.1,0.6,-7.316929752822034,-7.316929752822034,3,Done,BTBT_theta=60_A2=0_a=5.9_b=8.1_z=0.6_3.log
60.0,0.0,5.9,8.1,0.8,-7.25420385284815,-7.25420385284815,3,Done,BTBT_theta=60_A2=0_a=5.9_b=8.1_z=0.8_3.log
60.0,0.0,5.9,8.1,1.0,-7.214821325498633,-7.214821325498633,3,Done,BTBT_theta=60_A2=0_a=5.9_b=8.1_z=1.0_3.log
60.0,2.0,5.9,8.2,-1.0,-6.940442577935755,-6.940442577935755,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=-1.0_3.log
60.0,2.0,5.9,8.2,-0.8,-7.104310539201833,-7.104310539201833,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=-0.8_3.log
60.0,2.0,5.9,8.2,-0.6,-7.235253051039763,-7.235253051039763,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=-0.6_3.log
60.0,2.0,5.9,8.2,-0.4,-7.314833869226277,-7.314833869226277,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=-0.4_3.log
60.0,2.0,5.9,8.2,-0.2,-7.33817096601706,-7.33817096601706,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=-0.2_3.log
60.0,2.0,5.9,8.2,0.0,-7.314262835076079,-7.314262835076079,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=0.0_3.log
60.0,2.0,5.9,8.2,0.2,-7.264174986863509,-7.264174986863509,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=0.2_3.log
60.0,2.0,5.9,8.2,0.4,-7.211244518402964,-7.211244518402964,3,Done,BTBT_theta=60_A2=2_a=5.9_b=8.2_z=0.4_3.log
60.0,2.0,6.0,8.2,0.6,-7.254172477289103,-7.254172477289103,3,Done,BTBT_theta=60_A2=2_a=6.0_b=8.2_z=0.6_3.log
60.0,2.0,6.0,8.2,0.8,-7.237123030703515,-7.237123030703515,3,Done,BTBT_theta=60_A2=2_a=6.0_b=8.2_z=0.8_3.log
60.0,2.0,6.0,8.2,1.0,-7.230452599585988,-7.230452599585988,3,Done,BTBT_theta=60_A2=2_a=6.0_b=8.2_z=1.0_3.log
60.0,4.0,6.0,8.3,-1.0,-6.702170755597763,-6.702170755597763,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=-1.0_3.log
60.0,4.0,6.0,8.3,-0.8,-6.8451802846975625,-6.8451802846975625,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=-0.8_3.log
60.0,4.0,6.0,8.3,-0.6,-6.955032185185701,-6.955032185185701,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=-0.6_3.log
60.0,4.0,6.0,8.3,-0.4,-7.022828366025351,-7.022828366025351,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=-0.4_3.log
60.0,4.0,6.0,8.3,-0.2,-7.050231727422215,-7.050231727422215,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=-0.2_3.log
60.0,4.0,6.0,8.3,0.0,-7.049591667368077,-7.049591667368077,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=0.0_3.log
60.0,4.0,6.1,8.2,0.2,-7.134612997062504,-7.134612997062504,3,Done,BTBT_theta=60_A2=4_a=6.1_b=8.2_z=0.2_3.log
60.0,4.0,6.1,8.2,0.4,-7.128570075845346,-7.128570075845346,3,Done,BTBT_theta=60_A2=4_a=6.1_b=8.2_z=0.4_3.log
60.0,4.0,6.1,8.2,0.6,-7.136388850398362,-7.136388850398362,3,Done,BTBT_theta=60_A2=4_a=6.1_b=8.2_z=0.6_3.log
60.0,4.0,6.1,8.2,0.8,-7.155741259106435,-7.155741259106435,3,Done,BTBT_theta=60_A2=4_a=6.1_b=8.2_z=0.8_3.log
60.0,4.0,6.0,8.3,1.0,-7.090517869335599,-7.090517869335599,3,Done,BTBT_theta=60_A2=4_a=6.0_b=8.3_z=1.0_3.log
60.0,6.0,6.1,8.3,-1.0,-6.422514649108052,-6.422514649108052,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=-1.0_3.log
60.0,6.0,6.1,8.3,-0.8,-6.547797020873986,-6.547797020873986,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=-0.8_3.log
60.0,6.0,6.1,8.3,-0.6,-6.644000578788109,-6.644000578788109,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=-0.6_3.log
60.0,6.0,6.1,8.3,-0.4,-6.708634108537808,-6.708634108537808,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=-0.4_3.log
60.0,6.0,6.1,8.3,-0.2,-6.748368041939102,-6.748368041939102,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=-0.2_3.log
60.0,6.0,6.1,8.3,0.0,-6.773750821594149,-6.773750821594149,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=0.0_3.log
60.0,6.0,6.1,8.3,0.2,-6.80058314895723,-6.80058314895723,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=0.2_3.log
60.0,6.0,6.1,8.3,0.4,-6.838528678752482,-6.838528678752482,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=0.4_3.log
60.0,6.0,6.1,8.3,0.6,-6.889231486828066,-6.889231486828066,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=0.6_3.log
60.0,6.0,6.1,8.3,0.8,-6.9435550277121365,-6.9435550277121365,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=0.8_3.log
60.0,6.0,6.1,8.3,1.0,-6.98476360924542,-6.98476360924542,3,Done,BTBT_theta=60_A2=6_a=6.1_b=8.3_z=1.0_3.log
60.0,8.0,6.1,8.4,-1.0,-6.050275717047043,-6.050275717047043,3,Done,BTBT_theta=60_A2=8_a=6.1_b=8.4_z=-1.0_3.log
60.0,8.0,6.1,8.5,-0.8,-6.133834948763251,-6.133834948763251,3,Done,BTBT_theta=60_A2=8_a=6.1_b=8.5_z=-0.8_3.log
60.0,8.0,6.2,8.4,-0.6,-6.289451153483242,-6.289451153483242,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=-0.6_3.log
60.0,8.0,6.2,8.4,-0.4,-6.35729753493797,-6.35729753493797,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=-0.4_3.log
60.0,8.0,6.2,8.4,-0.2,-6.414187591406517,-6.414187591406517,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=-0.2_3.log
60.0,8.0,6.2,8.4,0.0,-6.471146674128249,-6.471146674128249,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=0.0_3.log
60.0,8.0,6.2,8.4,0.2,-6.5354287987574935,-6.5354287987574935,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=0.2_3.log
60.0,8.0,6.2,8.4,0.4,-6.608866294031031,-6.608866294031031,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=0.4_3.log
60.0,8.0,6.2,8.4,0.6,-6.68729249376338,-6.68729249376338,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=0.6_3.log
60.0,8.0,6.2,8.4,0.8,-6.758878834545612,-6.758878834545612,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=0.8_3.log
60.0,8.0,6.2,8.4,1.0,-6.808627827325836,-6.808627827325836,3,Done,BTBT_theta=60_A2=8_a=6.2_b=8.4_z=1.0_3.log
60.0,10.0,6.2,8.5,-1.0,-5.714438640396111,-5.714438640396111,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.5_z=-1.0_3.log
60.0,10.0,6.2,8.5,-0.8,-5.791189388604835,-5.791189388604835,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.5_z=-0.8_3.log
60.0,10.0,6.2,8.5,-0.6,-5.861006151069887,-5.861006151069887,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.5_z=-0.6_3.log
60.0,10.0,6.2,8.6,-0.4,-5.920644701458514,-5.920644701458514,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=-0.4_3.log
60.0,10.0,6.2,8.6,-0.2,-5.994239074061625,-5.994239074061625,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=-0.2_3.log
60.0,10.0,6.2,8.6,0.0,-6.076806840253994,-6.076806840253994,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=0.0_3.log
60.0,10.0,6.2,8.6,0.2,-6.1720754080452025,-6.1720754080452025,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=0.2_3.log
60.0,10.0,6.2,8.6,0.4,-6.276461696601473,-6.276461696601473,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=0.4_3.log
60.0,10.0,6.2,8.6,0.6,-6.380847985390574,-6.380847985390574,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=0.6_3.log
60.0,10.0,6.2,8.6,0.8,-6.472188340732828,-6.472188340732828,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.6_z=0.8_3.log
60.0,10.0,6.2,8.5,1.0,-6.5823226207867265,-6.5823226207867265,3,Done,BTBT_theta=60_A2=10_a=6.2_b=8.5_z=1.0_3.log
